verse,label
Trav we gotta drop the track with me you and Uzi this week bro. Let's gooooooooooooooooooooooooo🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1
I leave my emojis bart Simpson c,1
I'm used to the heat of independent thoughts,1
more tweets from the sunken place 😂 https://t.co/nJQdQ2aVKn,1
🔥 https://t.co/lT5VLNM0Kb,1
do this look like the sunken place 😂 https://t.co/ixzKnaaaSy,1
yes I said we. We the people like my brother Q Tip said on the final Tribe album that should have won the Grammy,1
when we become president we have to change the name of the plane from Air Force one to Yeezy force one ☝️,1
the Charlamagne interview just got an offer on 10 million. Yo @cthagod should we hold off for a hundred million???… https://t.co/i7XnvJezjB,1
adidas have been great partners and they've let Yeezy be Yeezy. This could've never happened at Nik,1
the Yeezy 700 is adidas most requested sh,1
the desert rat 500 sold 250 thousand in one hour on Coachella weekend. Please do not try to play Yeezy or anyone w… https://t.co/KP5FhwrMZh,1
the Yeezy 350s sell 400 thousand pair in four hours. Only thing close to this is the iPhon,1
North found a lady bug 🐜 🐛 🕷 😊🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/eZxxEucAL,1
let’s be like water 😂,1
oh and Ebro I love you. Ima let you finish but the Charlamagne interview is one of the best interviews of all time. 😂,1
now can I get back to my positive vibes 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1
People magazine. Watch how you speak my name. You would love a pair of Yeezys. Don't play yourself,1
Harvey Levin of TMZ your hearing from your future president. Let's be friends. Please never use the word erratic to… https://t.co/BV82UVOSPL,1
I follow the shade room. Please never try to play Y,1
I am this generations Ford Hughes Jobs Disney,1
We will reach the prices I've promised,1
there's been a lot of fake news so I just wanted to give you the facts. Yeezy will become the biggest apparel compa… https://t.co/EQEGi2DSGy,1
I am currently the single highest paid person in footwear. That means I make more money on shoes than Michael Jordan,1
We have 160 positions to fill by the end of the year. Yeezy will hit a billion dollars this year. It is the 2nd fas… https://t.co/WM6hGLBNKG,1
yes I got rid of my last lawyer why? Because he wouldn't come to work full time. I also asked my last manager to co… https://t.co/cf3z7aEmXa,1
"I'm nobody's ""client""",1
I no longer have a manager. I can't be managed,1
https://t.co/PDW3X9TeMG,1
spread lov,1
2024,1
never a master. Always a studen,1
to be great is to be misunderstood,1
and we danced to music Michael all morning https://t.co/cLGK1lIOp8,1
me and Mike 😂 https://t.co/E79Uja1sBs,1
"dragon 🐉 energy
Natural born leaders
Very instinctive
Great foresigh",1
you can say anything as long as you put the right emoji next to ,1
If your foresight is incredible Stay stubborn to your vision,1
I’ve always had a desire to do things people wouldn’t even think to d,1
everyone should be their own biggest fan,1
even Prince once had an access pass,1
Prince opened up for Rick James. everybody starts some where https://t.co/7Gx5H23vgO,1
life is more exciting than the movies,1
Donald Glover is a free think,1
I feel like im 18 year old again when I make beats for Nas,1
new ideas will no longer be condemned by the masses. We are on the frontier of massive change. Starting from breaki… https://t.co/5GKQ5T7JPn,1
🙌🙌🙌 https://t.co/m5JGp9zKyM,1
https://t.co/VobrHnXk2A,1
https://t.co/bgUbqzUn9Y,1
https://t.co/ZAWui0eXDI,1
https://t.co/0u9NnvAQ17,1
https://t.co/IMuol6PDvm,1
https://t.co/tRDqm5hUdv,1
https://t.co/LIJfNwSn,1
https://t.co/mxlrb7rBF,1
we're evolving at warp speed,1
This is the funnest car I’ve ever driven,1
I'm super chaaaaaarged. Bout to take this whole thing to mars,1
I heard these are really good for the environment 🙏,1
I really love my Tesla. I'm in the future. Thank you Elon,1
Nas June 15th,1
I'm hand producing all the albums I tweeted about. Been chopping samples from the sunken place 😂Pusha May 25th My a… https://t.co/Ix37c3LVYW,1
practice pure lov,1
It’s no more baring people because they have different ideas,1
https://t.co/ITBf2h71Z3,1
https://t.co/fD0Ou0T5C9,1
Joseph Beuys https://t.co/PC1BdcYwh8,1
I feel calm but energized https://t.co/O8mufnKQB,1
self victimization is a diseas,1
there was a time when slavery was the trend and apparently that time is still upon us. But now it's a mentality,1
I feel calm but energized,1
People respect people for following the general trend and consensus,1
We live in a time where people don’t respect people for being themselves,1
Constantly bringing up the past keeps you stuck th,1
The thought police want to suppress freedom of though,1
we have freedom of speech but not freedom of though,1
People demonize people and then they demonize anybody who sees anything positive in someone whose been demonized,1
The psychological zombie effec,1
Demonization has metastasized,1
David Hammons Higher Goals. https://t.co/1V7Tb3LuWm,1
https://t.co/LAsw1qqfk5,1
our collective consciousness https://t.co/po21rGLe9,1
the blinders are off,1
free Yeezy promotion 🤷‍♂️🙈😂😂😂😂 https://t.co/uKPW03NbdX,1
question everythin,1
George Condo Saint Pablo Tee https://t.co/iwCBjKLJL,1
The more people contribute to real time global consciousness the faster we evolv,1
get past the pas,1
be fearless. Express what you feel not what you've been programmed to think,1
live in love not in fea,1
https://t.co/rtUaPlWqgK,1
Murakami vibes https://t.co/T0H74MSyB7,1
I don't subscribe the term and concept of God fearing. That's a dated mentality that was used to control people. W… https://t.co/JLe987Uc1k,1
only free thinkers,1
I love the way Candace Owens thinks,1
the world is our offic,1
Yeezy is based in Calabasas but will also be setting up offices in New York London and Wyomin,1
style is genderless,1
strive for universal consciousness not segregated consciousness,1
everything is so planned these days. People appreciate spontaneity and honesty,1
iterations of ideas are how culture evolves,1
sharing is community holding information is capitalism,1
images are limitless and words aren't. Words are defined,1
I don’t believe in horizontal hierarchy. If you build a ladder too high it’s actually most dangerous for the people at the top,1
all you have to be is yourself,1
wtf☠️ https://t.co/UailY6uZmO,1
track pant boots 🤷‍♂️☠️☠️☠️☠️☠️☠️☠️☠️☠️ https://t.co/oXl71gn3L9,1
Grocery story drip   Erewhon drip laundry day drip airport drip 🙈😭🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥😱 https://t.co/IWkJ4kdZOB,1
rough draft https://t.co/cpY3ohu7wn,1
Columbia references 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🙈🤷‍♂️🔥🔥🔥🔥🔥🔥🔥🔥🔥☠️ https://t.co/IdbPsa7ziv,1
I need a water proof silk nylon as soon as possib,1
people are celebrating real ideas and vibe. Not just hyp,1
we need to Aman Giri the world,1
🙈🙈🙈🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥☠️☠️☠️ https://t.co/JvPQbhCVd3,1
Yeezy 451 early prototype https://t.co/ojm0blPyyv,1
the beauty is in the imperfection(s),1
🏀🙈🙈🙈🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/Av6YCKxMV,1
Yeezy slides https://t.co/PZ5HcqX8,1
🙈🙈🙈🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/E7Kse1UH2B,1
transparent https://t.co/NZlJgaLDMD,1
Pull up in this bitch like https://t.co/0dgj9f5a,1
Pusha T May 25th,1
Teyana Taylor June 22nd,1
it's called Kids See Ghost. That's the name of our group,1
me and Cudi album June 8th,1
June 1s,1
my album is 7 songs,1
it's not where you take things from. It's where you take them ,1
https://t.co/u9i5vxVo7,1
we're all servants,1
today will be the greatest day so far. Life keeps getting better and b,1
if you wanna see the true character of person watch the way they treat someone who can't do anything for them,1
truth is my goal. Controversy is my gym. I'll do a hundred reps of controversy for a 6 pack of truth,1
don't trade your authenticity for approva,1
https://t.co/us1NHR9r96,1
let's be less concerned with ownership of ideas. It is important that ideas see the light of day even if you don't… https://t.co/Dj2iqElo8O,1
"I find myself getting stuck in the idea of originality and letting my ego push me to say things like ""this person s… https://t.co/uxO7nLJnzn",1
Cars have four wheels. Hoodies have hoods. It's amusing to me when some one says this is an original hoodie. Bro... it's a hoodie 🤷‍♂️,1
too much emphasis is put on originality. Feel free to take ideas and update them at your will all great artist take and upda,1
There's love stories. Pain happiness. It's 3 dementional. There's taste touch sound. It's the most entertaining fo… https://t.co/KmVz4qGO1h,1
Be here now. Be in the moment. The now is the greatest moment of our lives and it just keeps getting better. The ba… https://t.co/hjW0wl1JLU,1
There's love stories. Pain happiness. It's 3 dementional. There's taste touch sound. It's the most entertaining for of entertainment. Just being. We believe time is a man made construct. Actually time and money are both man made currency. Because you can spend them both,1
me and my friend Anthony Schiller always ask questions about time. Is time linear? I recently did an interview wher… https://t.co/H3bzYZIPQ,1
"I will work on this ""book"" when I feel it. When We sit still in the mornings We get hit with so many ideas and so m… https://t.co/SB0cuEwTm5",1
oh by the way this is my book that I'm writing in real time. No publisher or publicist will tell me what to put whe… https://t.co/5ZozwEfqv3,1
everyone will say he needs to learn how to act. At home parental acting classes are one of the first steps to us lo… https://t.co/WUqu4QHsbO,1
"in life, we are all trained actors. When we're born we're ourselves and then one of the first things we're thought… https://t.co/b0b5NgrGx",1
just stop lying about shit. Just stop lyin,1
You will be a drop of water with the ocean as your army. If you move out of fear than your on your own. Then it's j… https://t.co/2nPREd4e5M,1
I don't believe in the concept of an enemy. We have been conditioned to always be in competition. Stop looking for… https://t.co/rsJxZGEMfQ,1
Don't follow crowds. Follow the innate feelings inside of you. Do what you feel not what you think. Thoughts have b… https://t.co/pLnhteIyG,1
You will be a drop of water with the ocean as your army. If you move out of fear than your on your own. Then it's just you and the money and the countless people you have to lie to and manipulate to build a man made path that will never lead to true happiness,1
I don't believe in the concept of an enemy. We have been conditioned to always be in competition. Stop looking for something to beat and just be. You don't have to do all the work. Once you start moving in love the universe will assist you,1
You have the best ideas. Other people's opinions are usually more distractive than informative. Follow your own vi… https://t.co/wgQ0ElzjBm,1
when you first wake up don't hop right on the phone or the internet or even speak to anyone for even up to an hour… https://t.co/7ZRIe8oL5f,1
trend is always la,1
been reworking the production shape on these #RATBOOTS 🐀🐀🐀for 6 months. I'm super happy with them. I'm excited ab… https://t.co/wFIz2bLBRA,1
be transparent as possible. Stop setting plays. Stop playing chess with life. Make decisions based on love not fea,1
Fear often causes people to be manipulativ,1
everything you do in life stems from either fear or lov,1
Sometimes you have to get rid of everythin,1
distraction is the enemy of vision,1
try to avoid any contractual situation where you are held back from your ideas,1
You have to protect your ability to create at all cos,1
As a creative your ideas are your strongest form of currency,1
https://t.co/a8fkLtTuXD,1
still working to get these right https://t.co/sgJgAbJa3W,1
also this… https://t.co/uAzWmKuad4,1
I asked my friend to design this neck tat for me https://t.co/io0HUEDuW,1
early 350 photoshop I showed Louise Wilson these the last night I saw her https://t.co/gjOT1wbgPK,1
often people working with the existing consciousness are jealous of those who are more in touch and they become har… https://t.co/vll90kKHE2,1
Some people have to work within the existing consciousness while some people can shift the consciousness,1
"my favorite moment of walking into MSG to play Saint Pablo, I used to go to the hospital and play Lamar the album w… https://t.co/G7lWlwvF0K",1
caption this https://t.co/9BrCCrftzE,1
My boy Ninja crazy 🤣😭🤦‍♂️ https://t.co/EpugxAZoDV,1
My favorite Saint Pablo Tee https://t.co/9Zt7vkqXI,1
RT @jack: Welcome back @kanyewest! https://t.co/TJPcPiCEJv,1
https://t.co/5DG4yQMONm https://t.co/XzvdDn,1
Culture https://t.co/xIjWshmxZG,1
Happy Holidays https://t.co/fxLFQQWJG7,1
Happy Holidays https://t.co/4CN4TnFQKN,1
Happy Holidays https://t.co/HjoaFFzQjO,1
Franca Sozzani was always so nice and sincere. You will be deeply missed. https://t.co/B2Y7OM1uEy,1
Super inspiring https://t.co/IvS208fgTd https://t.co/oN7qJrmYPX,1
https://t.co/tNMBk0sZJ,1
#2024,1
I feel it is important to have a direct line of communication with our future President if we truly want chan,1
"These issues included bullying, supporting teachers, modernizing curriculums, and violence in Chica",1
I wanted to meet with Trump today to discuss multicultural issues,1
Happy Birthday babe https://t.co/Ee38e4LVFj,1
I got rid of my phone so I can have air to crea,1
FADE https://t.co/lpnH9yWhwz,1
"With love and respect, Kanye Wes",1
Thank you for embarking on this creative journey,1
"Each and every one’s time, insight and feelings are invaluable to us. We want to make people feel grea",1
It’s our life's mission to create the most transformative experiences,1
https://t.co/3a2t2t2dG,1
"SEASON 4
09/07/16 3PM
https://t.co/CN1dSvSbgZ",1
vibes https://t.co/Umi0Oh,1
mood https://t.co/ojd89snKt5,1
https://t.co/o8sB124An3,1
